Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1660590261,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1660590262,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1660590263,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1660590264,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1660590265,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1660590266,5,,Aggregated,0.000000,0.000000,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,2,0,3600.0,4153.990449995035,3559.3883999972604,4748.59249999281,211687.0
1660590267,5,,Aggregated,0.000000,0.000000,3600,3600,4700,4700,4700,4700,4700,4700,4700,4700,4700,3,0,3600.0,3918.025266660455,3446.0948999912944,4748.59249999281,203322.0
1660590268,5,,Aggregated,0.000000,0.000000,3400,3600,3600,4700,4700,4700,4700,4700,4700,4700,4700,5,0,3400.0,3252.0042799937073,1224.4830999989063,4748.59249999281,207281.8
1660590269,5,,Aggregated,0.333333,0.000000,3400,3600,4000,4000,4700,4700,4700,4700,4700,4700,4700,8,0,3300.0,2835.275762496167,748.2796999975108,4748.59249999281,310194.5
1660590270,5,,Aggregated,0.428571,0.000000,3300,3400,3600,4000,4700,4700,4700,4700,4700,4700,4700,9,0,3300.0,2650.701355551266,748.2796999975108,4748.59249999281,315946.1111111111
1660590271,5,,Aggregated,0.625000,0.000000,3300,3400,3600,4000,4700,4700,4700,4700,4700,4700,4700,10,0,1700.0,2461.083409996354,748.2796999975108,4748.59249999281,286716.6
1660590272,5,,Aggregated,0.888889,0.000000,1900,3400,3600,3700,4000,4700,4700,4700,4700,4700,4700,13,0,1900.0,2378.905599999528,748.2796999975108,4748.59249999281,403414.0
1660590273,5,,Aggregated,0.900000,0.000000,1900,3400,3600,3700,4000,4700,4700,4700,4700,4700,4700,14,0,1700.0,2265.178721427219,748.2796999975108,4748.59249999281,375827.64285714284
1660590275,5,,Aggregated,1.000000,0.000000,1700,3300,3600,3700,4000,4700,4700,4700,4700,4700,4700,18,0,1300.0,2158.0165944453456,748.2796999975108,4748.59249999281,311691.05555555556
1660590276,5,,Aggregated,1.300000,0.000000,1500,3300,3600,3700,4000,4700,4700,4700,4700,4700,4700,19,0,1500.0,2121.2725631592452,748.2796999975108,4748.59249999281,296786.3157894737
1660590277,5,,Aggregated,1.400000,0.000000,1600,3300,3600,3700,4000,4700,4700,4700,4700,4700,4700,20,0,1500.0,2095.8156500011683,748.2796999975108,4748.59249999281,300122.7
1660590278,5,,Aggregated,1.800000,0.000000,1600,1900,3400,3600,3900,4000,4700,4700,4700,4700,4700,21,0,1600.0,2071.5664428578402,748.2796999975108,4748.59249999281,342230.3333333333
1660590279,5,,Aggregated,1.900000,0.000000,1600,2300,3400,3600,3900,4000,4700,4700,4700,4700,4700,24,0,1600.0,2064.516691668056,724.8426000005566,4748.59249999281,466796.5833333333
1660590280,5,,Aggregated,1.900000,0.000000,1600,2300,3400,3600,3900,4000,4700,4700,4700,4700,4700,24,0,1600.0,2064.516691668056,724.8426000005566,4748.59249999281,466796.5833333333
1660590281,5,,Aggregated,1.800000,0.000000,1700,3000,3400,3600,4000,4000,4700,4700,4700,4700,4700,26,0,1600.0,2138.8165423089117,724.8426000005566,4748.59249999281,635267.2307692308
1660590282,5,,Aggregated,1.800000,0.000000,1700,3000,3400,3600,4000,4000,4700,4700,4700,4700,4700,26,0,1600.0,2138.8165423089117,724.8426000005566,4748.59249999281,635267.2307692308
1660590283,5,,Aggregated,1.600000,0.000000,1700,2700,3400,3600,4000,4000,4700,4700,4700,4700,4700,28,0,1600.0,2115.420485715731,724.8426000005566,4748.59249999281,657469.3571428572
1660590284,5,,Aggregated,1.700000,0.000000,1700,2700,3300,3600,4000,4000,4700,4700,4700,4700,4700,29,0,1700.0,2132.5179517253077,724.8426000005566,4748.59249999281,695934.1034482758
1660590285,5,,Aggregated,1.600000,0.000000,1700,2700,3400,3600,4000,4700,5100,5100,5100,5100,5100,32,0,1600.0,2146.132921876415,724.8426000005566,5060.238600010052,743227.5625
1660590286,5,,Aggregated,1.500000,0.000000,1700,2700,3400,3700,4000,5100,6200,6200,6200,6200,6200,34,0,1600.0,2233.978717647808,724.8426000005566,6225.322699989192,741323.3823529412
1660590287,5,,Aggregated,1.500000,0.000000,1600,2600,3300,3600,4000,5100,6200,6200,6200,6200,6200,37,0,1600.0,2152.175154054783,724.8426000005566,6225.322699989192,719718.3783783783
1660590288,5,,Aggregated,1.400000,0.000000,1600,2600,3300,3600,4000,5100,6200,6200,6200,6200,6200,38,0,1600.0,2110.4882052635444,568.0710999877192,6225.322699989192,700784.0263157894
1660590289,5,,Aggregated,1.400000,0.000000,1600,2300,3300,3600,4000,5100,6200,6200,6200,6200,6200,40,0,1500.0,2042.8611650000676,494.21499998425134,6225.322699989192,666669.775
